session,plant,date,bbch,cls,n_common_poses,pose,image_id_c1,relpath_c1,image_id_c2,relpath_c2,image_id_c3,relpath_c3,image_id_c4,relpath_c4
p061_20231027,61,20231027,61,3_S6,12,4,c1_p061_20231027_o04,data/data_22/pi1_05548_61_4_20231027135630.jpg,c2_p061_20231027_o04,data/data_22/pi2_05548_61_4_20231027135631.jpg,c3_p061_20231027_o04,data/data_22/pi3_05548_61_4_20231027135631.jpg,c4_p061_20231027_o04,data/data_22/pi4_05548_61_4_20231027135631.jpg
p061_20231101,61,20231101,62,3_S6,12,9,c1_p061_20231101_o09,data/data_25/pi1_06273_61_9_20231101111838.jpg,c2_p061_20231101_o09,data/data_25/pi2_06273_61_9_20231101111839.jpg,c3_p061_20231101_o09,data/data_25/pi3_06273_61_9_20231101111839.jpg,c4_p061_20231101_o09,data/data_25/pi4_06273_61_9_20231101111839.jpg
p061_20231106,61,20231106,63,3_S6,12,12,c1_p061_20231106_o12,data/data_27/pi1_06996_61_12_20231106151749.jpg,c2_p061_20231106_o12,data/data_27/pi2_06996_61_12_20231106151749.jpg,c3_p061_20231106_o12,data/data_27/pi3_06996_61_12_20231106151750.jpg,c4_p061_20231106_o12,data/data_27/pi4_06996_61_12_20231106151750.jpg
p061_20231109,61,20231109,63,3_S6,12,8,c1_p061_20231109_o08,data/data_30/pi1_07712_61_8_20231109135537.jpg,c2_p061_20231109_o08,data/data_30/pi2_07712_61_8_20231109135536.jpg,c3_p061_20231109_o08,data/data_30/pi3_07712_61_8_20231109135538.jpg,c4_p061_20231109_o08,data/data_30/pi4_07712_61_8_20231109135537.jpg
p061_20231120,61,20231120,71,4_S7,12,1,c1_p061_20231120_o01,data/data_33/pi1_08425_61_1_20231120152130.jpg,c2_p061_20231120_o01,data/data_33/pi2_08425_61_1_20231120152131.jpg,c3_p061_20231120_o01,data/data_33/pi3_08425_61_1_20231120152131.jpg,c4_p061_20231120_o01,data/data_33/pi4_08425_61_1_20231120152131.jpg
p061_20231127,61,20231127,72,4_S7,12,9,c1_p061_20231127_o09,data/data_37/pi1_09393_61_9_20231127154921.jpg,c2_p061_20231127_o09,data/data_37/pi2_09393_61_9_20231127154922.jpg,c3_p061_20231127_o09,data/data_37/pi3_09393_61_9_20231127154922.jpg,c4_p061_20231127_o09,data/data_37/pi4_09393_61_9_20231127154922.jpg
p061_20231130,61,20231130,73,4_S7,12,11,c1_p061_20231130_o11,data/data_41/pi1_10355_61_11_20231130141222.jpg,c2_p061_20231130_o11,data/data_41/pi2_10355_61_11_20231130141223.jpg,c3_p061_20231130_o11,data/data_41/pi3_10355_61_11_20231130141223.jpg,c4_p061_20231130_o11,data/data_41/pi4_10355_61_11_20231130141224.jpg
p061_20231204,61,20231204,74,4_S7,12,10,c1_p061_20231204_o10,data/data_44/pi1_11074_61_10_20231204155312.jpg,c2_p061_20231204_o10,data/data_44/pi2_11074_61_10_20231204155312.jpg,c3_p061_20231204_o10,data/data_44/pi3_11074_61_10_20231204155313.jpg,c4_p061_20231204_o10,data/data_44/pi4_11074_61_10_20231204155313.jpg
p061_20231211,61,20231211,75,4_S7,12,4,c1_p061_20231211_o04,data/data_48/pi1_12028_61_4_20231211143503.jpg,c2_p061_20231211_o04,data/data_48/pi2_12028_61_4_20231211143503.jpg,c3_p061_20231211_o04,data/data_48/pi3_12028_61_4_20231211143504.jpg,c4_p061_20231211_o04,data/data_48/pi4_12028_61_4_20231211143504.jpg
p061_20231214,61,20231214,76,4_S7,12,2,c1_p061_20231214_o02,data/data_50/pi1_12746_61_2_20231214155031.jpg,c2_p061_20231214_o02,data/data_50/pi2_12746_61_2_20231214155031.jpg,c3_p061_20231214_o02,data/data_50/pi3_12746_61_2_20231214155032.jpg,c4_p061_20231214_o02,data/data_50/pi4_12746_61_2_20231214155032.jpg
p061_20231218,61,20231218,79,4_S7,12,7,c1_p061_20231218_o07,data/data_52/pi1_13231_61_7_20231218143927.jpg,c2_p061_20231218_o07,data/data_52/pi2_13231_61_7_20231218143927.jpg,c3_p061_20231218_o07,data/data_52/pi3_13231_61_7_20231218143927.jpg,c4_p061_20231218_o07,data/data_52/pi4_13231_61_7_20231218143928.jpg
p061_20231227,61,20231227,80,5_S8,12,7,c1_p061_20231227_o07,data/data_55/pi1_13951_61_7_20231227134709.jpg,c2_p061_20231227_o07,data/data_55/pi2_13951_61_7_20231227134709.jpg,c3_p061_20231227_o07,data/data_55/pi3_13951_61_7_20231227134710.jpg,c4_p061_20231227_o07,data/data_55/pi4_13951_61_7_20231227134710.jpg
p061_20240104,61,20240104,82,5_S8,12,8,c1_p061_20240104_o08,data/data_58/pi1_14672_61_8_20240104141519.jpg,c2_p061_20240104_o08,data/data_58/pi2_14672_61_8_20240104141519.jpg,c3_p061_20240104_o08,data/data_58/pi3_14672_61_8_20240104141519.jpg,c4_p061_20240104_o08,data/data_58/pi4_14672_61_8_20240104141520.jpg
p062_20231006,62,20231006,13,0_S1,12,5,c1_p062_20231006_o05,data/data_9/pi1_02441_62_5_20231006114010.jpg,c2_p062_20231006_o05,data/data_9/pi2_02441_62_5_20231006113958.jpg,c3_p062_20231006_o05,data/data_9/pi3_02441_62_5_20231006113943.jpg,c4_p062_20231006_o05,data/data_9/pi4_02441_62_5_20231006113924.jpg
p062_20231011,62,20231011,13,0_S1,12,5,c1_p062_20231011_o05,data/data_11/pi1_02921_62_5_20231011081619.jpg,c2_p062_20231011_o05,data/data_11/pi2_02921_62_5_20231011081638.jpg,c3_p062_20231011_o05,data/data_11/pi3_02921_62_5_20231011081657.jpg,c4_p062_20231011_o05,data/data_11/pi4_02921_62_5_20231011081711.jpg
p062_20231017,62,20231017,13,0_S1,12,8,c1_p062_20231017_o08,data/data_14/pi1_03644_62_8_20231017152051.jpg,c2_p062_20231017_o08,data/data_14/pi2_03644_62_8_20231017152051.jpg,c3_p062_20231017_o08,data/data_14/pi3_03644_62_8_20231017152051.jpg,c4_p062_20231017_o08,data/data_14/pi4_03644_62_8_20231017152051.jpg
p062_20231019,62,20231019,14,0_S1,12,1,c1_p062_20231019_o01,data/data_16/pi1_04117_62_1_20231019140957.jpg,c2_p062_20231019_o01,data/data_16/pi2_04117_62_1_20231019140957.jpg,c3_p062_20231019_o01,data/data_16/pi3_04117_62_1_20231019140957.jpg,c4_p062_20231019_o01,data/data_16/pi4_04117_62_1_20231019140957.jpg
p062_20231023,62,20231023,14,0_S1,12,7,c1_p062_20231023_o07,data/data_19/pi1_04843_62_7_20231023131329.jpg,c2_p062_20231023_o07,data/data_19/pi2_04843_62_7_20231023131329.jpg,c3_p062_20231023_o07,data/data_19/pi3_04843_62_7_20231023131330.jpg,c4_p062_20231023_o07,data/data_19/pi4_04843_62_7_20231023131330.jpg
p062_20231027,62,20231027,14,0_S1,12,7,c1_p062_20231027_o07,data/data_22/pi1_05563_62_7_20231027135923.jpg,c2_p062_20231027_o07,data/data_22/pi2_05563_62_7_20231027135924.jpg,c3_p062_20231027_o07,data/data_22/pi3_05563_62_7_20231027135924.jpg,c4_p062_20231027_o07,data/data_22/pi4_05563_62_7_20231027135924.jpg
p062_20231101,62,20231101,51,2_S5,12,4,c1_p062_20231101_o04,data/data_25/pi1_06280_62_4_20231101112011.jpg,c2_p062_20231101_o04,data/data_25/pi2_06280_62_4_20231101112011.jpg,c3_p062_20231101_o04,data/data_25/pi3_06280_62_4_20231101112011.jpg,c4_p062_20231101_o04,data/data_25/pi4_06280_62_4_20231101112011.jpg
p062_20231106,62,20231106,53,2_S5,12,1,c1_p062_20231106_o01,data/data_27/pi1_06997_62_1_20231106151924.jpg,c2_p062_20231106_o01,data/data_27/pi2_06997_62_1_20231106151924.jpg,c3_p062_20231106_o01,data/data_27/pi3_06997_62_1_20231106151924.jpg,c4_p062_20231106_o01,data/data_27/pi4_06997_62_1_20231106151925.jpg
p062_20231109,62,20231109,60,3_S6,12,6,c1_p062_20231109_o06,data/data_30/pi1_07722_62_6_20231109135758.jpg,c2_p062_20231109_o06,data/data_30/pi2_07722_62_6_20231109135757.jpg,c3_p062_20231109_o06,data/data_30/pi3_07722_62_6_20231109135759.jpg,c4_p062_20231109_o06,data/data_30/pi4_07722_62_6_20231109135758.jpg
p062_20231120,62,20231120,70,4_S7,12,5,c1_p062_20231120_o05,data/data_33/pi1_08441_62_5_20231120152415.jpg,c2_p062_20231120_o05,data/data_33/pi2_08441_62_5_20231120152415.jpg,c3_p062_20231120_o05,data/data_33/pi3_08441_62_5_20231120152416.jpg,c4_p062_20231120_o05,data/data_33/pi4_08441_62_5_20231120152415.jpg
p062_20231127,62,20231127,72,4_S7,12,6,c1_p062_20231127_o06,data/data_37/pi1_09402_62_6_20231127155123.jpg,c2_p062_20231127_o06,data/data_37/pi2_09402_62_6_20231127155123.jpg,c3_p062_20231127_o06,data/data_37/pi3_09402_62_6_20231127155124.jpg,c4_p062_20231127_o06,data/data_37/pi4_09402_62_6_20231127155124.jpg
p062_20231130,62,20231130,73,4_S7,12,8,c1_p062_20231130_o08,data/data_41/pi1_10364_62_8_20231130141707.jpg,c2_p062_20231130_o08,data/data_41/pi2_10364_62_8_20231130141708.jpg,c3_p062_20231130_o08,data/data_41/pi3_10364_62_8_20231130141707.jpg,c4_p062_20231130_o08,data/data_41/pi4_10364_62_8_20231130141708.jpg
p062_20231204,62,20231204,75,4_S7,12,8,c1_p062_20231204_o08,data/data_44/pi1_11084_62_8_20231204155454.jpg,c2_p062_20231204_o08,data/data_44/pi2_11084_62_8_20231204155454.jpg,c3_p062_20231204_o08,data/data_44/pi3_11084_62_8_20231204155455.jpg,c4_p062_20231204_o08,data/data_44/pi4_11084_62_8_20231204155455.jpg
p062_20231211,62,20231211,77,4_S7,12,6,c1_p062_20231211_o06,data/data_48/pi1_12042_62_6_20231211143726.jpg,c2_p062_20231211_o06,data/data_48/pi2_12042_62_6_20231211143725.jpg,c3_p062_20231211_o06,data/data_48/pi3_12042_62_6_20231211143726.jpg,c4_p062_20231211_o06,data/data_48/pi4_12042_62_6_20231211143726.jpg
p062_20231214,62,20231214,78,4_S7,12,8,c1_p062_20231214_o08,data/data_51/pi1_12764_62_8_20231214155346.jpg,c2_p062_20231214_o08,data/data_51/pi2_12764_62_8_20231214155346.jpg,c3_p062_20231214_o08,data/data_51/pi3_12764_62_8_20231214155347.jpg,c4_p062_20231214_o08,data/data_51/pi4_12764_62_8_20231214155347.jpg
p062_20231218,62,20231218,79,4_S7,12,11,c1_p062_20231218_o11,data/data_52/pi1_13247_62_11_20231218144512.jpg,c2_p062_20231218_o11,data/data_52/pi2_13247_62_11_20231218144513.jpg,c3_p062_20231218_o11,data/data_52/pi3_13247_62_11_20231218144513.jpg,c4_p062_20231218_o11,data/data_52/pi4_13247_62_11_20231218144513.jpg
p062_20231227,62,20231227,79,4_S7,12,4,c1_p062_20231227_o04,data/data_55/pi1_13960_62_4_20231227134921.jpg,c2_p062_20231227_o04,data/data_55/pi2_13960_62_4_20231227134922.jpg,c3_p062_20231227_o04,data/data_55/pi3_13960_62_4_20231227134922.jpg,c4_p062_20231227_o04,data/data_55/pi4_13960_62_4_20231227134922.jpg
p062_20240115,62,20240115,82,5_S8,12,4,c1_p062_20240115_o04,data/data_58/pi1_14680_62_4_20240115103551.jpg,c2_p062_20240115_o04,data/data_58/pi2_14680_62_4_20240115103551.jpg,c3_p062_20240115_o04,data/data_58/pi3_14680_62_4_20240115103551.jpg,c4_p062_20240115_o04,data/data_58/pi4_14680_62_4_20240115103551.jpg
p062_20240119,62,20240119,83,5_S8,12,12,c1_p062_20240119_o12,data/data_60/pi1_15168_62_12_20240119101959.jpg,c2_p062_20240119_o12,data/data_60/pi2_15168_62_12_20240119101959.jpg,c3_p062_20240119_o12,data/data_60/pi3_15168_62_12_20240119102000.jpg,c4_p062_20240119_o12,data/data_60/pi4_15168_62_12_20240119101959.jpg
p062_20240126,62,20240126,86,5_S8,12,6,c1_p062_20240126_o06,data/data_62/pi1_15642_62_6_20240126134256.jpg,c2_p062_20240126_o06,data/data_62/pi2_15642_62_6_20240126134256.jpg,c3_p062_20240126_o06,data/data_62/pi3_15642_62_6_20240126134257.jpg,c4_p062_20240126_o06,data/data_62/pi4_15642_62_6_20240126134257.jpg
p063_20231006,63,20231006,13,0_S1,12,2,c1_p063_20231006_o02,data/data_9/pi1_02450_63_2_20231006114010.jpg,c2_p063_20231006_o02,data/data_9/pi2_02450_63_2_20231006113958.jpg,c3_p063_20231006_o02,data/data_9/pi3_02450_63_2_20231006113943.jpg,c4_p063_20231006_o02,data/data_9/pi4_02450_63_2_20231006113924.jpg
p063_20231011,63,20231011,13,0_S1,12,8,c1_p063_20231011_o08,data/data_11/pi1_02936_63_8_20231011081619.jpg,c2_p063_20231011_o08,data/data_11/pi2_02936_63_8_20231011081638.jpg,c3_p063_20231011_o08,data/data_11/pi3_02936_63_8_20231011081657.jpg,c4_p063_20231011_o08,data/data_11/pi4_02936_63_8_20231011081711.jpg
p063_20231017,63,20231017,13,0_S1,12,2,c1_p063_20231017_o02,data/data_14/pi1_03650_63_2_20231017152140.jpg,c2_p063_20231017_o02,data/data_14/pi2_03650_63_2_20231017152140.jpg,c3_p063_20231017_o02,data/data_14/pi3_03650_63_2_20231017152141.jpg,c4_p063_20231017_o02,data/data_14/pi4_03650_63_2_20231017152140.jpg
p063_20231019,63,20231019,14,0_S1,12,11,c1_p063_20231019_o11,data/data_16/pi1_04139_63_11_20231019141225.jpg,c2_p063_20231019_o11,data/data_16/pi2_04139_63_11_20231019141224.jpg,c3_p063_20231019_o11,data/data_16/pi3_04139_63_11_20231019141225.jpg,c4_p063_20231019_o11,data/data_16/pi4_04139_63_11_20231019141225.jpg
p063_20231023,63,20231023,14,0_S1,12,7,c1_p063_20231023_o07,data/data_19/pi1_04855_63_7_20231023131509.jpg,c2_p063_20231023_o07,data/data_19/pi2_04855_63_7_20231023131510.jpg,c3_p063_20231023_o07,data/data_19/pi3_04855_63_7_20231023131510.jpg,c4_p063_20231023_o07,data/data_19/pi4_04855_63_7_20231023131510.jpg
p063_20231027,63,20231027,14,0_S1,12,11,c1_p063_20231027_o11,data/data_22/pi1_05579_63_11_20231027140509.jpg,c2_p063_20231027_o11,data/data_22/pi2_05579_63_11_20231027140510.jpg,c3_p063_20231027_o11,data/data_22/pi3_05579_63_11_20231027140510.jpg,c4_p063_20231027_o11,data/data_22/pi4_05579_63_11_20231027140510.jpg
p063_20231101,63,20231101,53,2_S5,12,11,c1_p063_20231101_o11,data/data_25/pi1_06299_63_11_20231101112241.jpg,c2_p063_20231101_o11,data/data_25/pi2_06299_63_11_20231101112241.jpg,c3_p063_20231101_o11,data/data_25/pi3_06299_63_11_20231101112241.jpg,c4_p063_20231101_o11,data/data_25/pi4_06299_63_11_20231101112241.jpg
p063_20231106,63,20231106,60,3_S6,12,9,c1_p063_20231106_o09,data/data_28/pi1_07017_63_9_20231106152231.jpg,c2_p063_20231106_o09,data/data_28/pi2_07017_63_9_20231106152231.jpg,c3_p063_20231106_o09,data/data_28/pi3_07017_63_9_20231106152232.jpg,c4_p063_20231106_o09,data/data_28/pi4_07017_63_9_20231106152232.jpg
p063_20231109,63,20231109,64,3_S6,12,1,c1_p063_20231109_o01,data/data_30/pi1_07729_63_1_20231109135913.jpg,c2_p063_20231109_o01,data/data_30/pi2_07729_63_1_20231109135912.jpg,c3_p063_20231109_o01,data/data_30/pi3_07729_63_1_20231109135913.jpg,c4_p063_20231109_o01,data/data_30/pi4_07729_63_1_20231109135913.jpg
p063_20231120,63,20231120,70,4_S7,12,10,c1_p063_20231120_o10,data/data_33/pi1_08458_63_10_20231120152615.jpg,c2_p063_20231120_o10,data/data_33/pi2_08458_63_10_20231120152615.jpg,c3_p063_20231120_o10,data/data_33/pi3_08458_63_10_20231120152616.jpg,c4_p063_20231120_o10,data/data_33/pi4_08458_63_10_20231120152615.jpg
p063_20231127,63,20231127,71,4_S7,12,3,c1_p063_20231127_o03,data/data_37/pi1_09411_63_3_20231127155406.jpg,c2_p063_20231127_o03,data/data_37/pi2_09411_63_3_20231127155407.jpg,c3_p063_20231127_o03,data/data_37/pi3_09411_63_3_20231127155407.jpg,c4_p063_20231127_o03,data/data_37/pi4_09411_63_3_20231127155408.jpg
p063_20231130,63,20231130,72,4_S7,12,3,c1_p063_20231130_o03,data/data_41/pi1_10371_63_3_20231130142058.jpg,c2_p063_20231130_o03,data/data_41/pi2_10371_63_3_20231130142058.jpg,c3_p063_20231130_o03,data/data_41/pi3_10371_63_3_20231130142058.jpg,c4_p063_20231130_o03,data/data_41/pi4_10371_63_3_20231130142059.jpg
p063_20231204,63,20231204,75,4_S7,12,2,c1_p063_20231204_o02,data/data_44/pi1_11090_63_2_20231204155544.jpg,c2_p063_20231204_o02,data/data_44/pi2_11090_63_2_20231204155544.jpg,c3_p063_20231204_o02,data/data_44/pi3_11090_63_2_20231204155545.jpg,c4_p063_20231204_o02,data/data_44/pi4_11090_63_2_20231204155545.jpg
p063_20231211,63,20231211,78,4_S7,12,6,c1_p063_20231211_o06,data/data_48/pi1_12054_63_6_20231211143926.jpg,c2_p063_20231211_o06,data/data_48/pi2_12054_63_6_20231211143926.jpg,c3_p063_20231211_o06,data/data_48/pi3_12054_63_6_20231211143927.jpg,c4_p063_20231211_o06,data/data_48/pi4_12054_63_6_20231211143927.jpg
p063_20231214,63,20231214,79,4_S7,12,4,c1_p063_20231214_o04,data/data_51/pi1_12772_63_4_20231214155456.jpg,c2_p063_20231214_o04,data/data_51/pi2_12772_63_4_20231214155456.jpg,c3_p063_20231214_o04,data/data_51/pi3_12772_63_4_20231214155457.jpg,c4_p063_20231214_o04,data/data_51/pi4_12772_63_4_20231214155457.jpg
p063_20231218,63,20231218,79,4_S7,12,1,c1_p063_20231218_o01,data/data_52/pi1_13249_63_1_20231218144542.jpg,c2_p063_20231218_o01,data/data_52/pi2_13249_63_1_20231218144543.jpg,c3_p063_20231218_o01,data/data_52/pi3_13249_63_1_20231218144543.jpg,c4_p063_20231218_o01,data/data_52/pi4_13249_63_1_20231218144543.jpg
p063_20231227,63,20231227,79,4_S7,12,9,c1_p063_20231227_o09,data/data_55/pi1_13977_63_9_20231227135127.jpg,c2_p063_20231227_o09,data/data_55/pi2_13977_63_9_20231227135128.jpg,c3_p063_20231227_o09,data/data_55/pi3_13977_63_9_20231227135128.jpg,c4_p063_20231227_o09,data/data_55/pi4_13977_63_9_20231227135128.jpg
p063_20240115,63,20240115,83,5_S8,12,10,c1_p063_20240115_o10,data/data_58/pi1_14698_63_10_20240115103857.jpg,c2_p063_20240115_o10,data/data_58/pi2_14698_63_10_20240115103857.jpg,c3_p063_20240115_o10,data/data_58/pi3_14698_63_10_20240115103857.jpg,c4_p063_20240115_o10,data/data_58/pi4_14698_63_10_20240115103857.jpg
p063_20240119,63,20240119,84,5_S8,12,4,c1_p063_20240119_o04,data/data_60/pi1_15172_63_4_20240119102113.jpg,c2_p063_20240119_o04,data/data_60/pi2_15172_63_4_20240119102113.jpg,c3_p063_20240119_o04,data/data_60/pi3_15172_63_4_20240119102114.jpg,c4_p063_20240119_o04,data/data_60/pi4_15172_63_4_20240119102114.jpg
p063_20240126,63,20240126,85,5_S8,12,4,c1_p063_20240126_o04,data/data_62/pi1_15652_63_4_20240126134438.jpg,c2_p063_20240126_o04,data/data_62/pi2_15652_63_4_20240126134438.jpg,c3_p063_20240126_o04,data/data_62/pi3_15652_63_4_20240126134439.jpg,c4_p063_20240126_o04,data/data_62/pi4_15652_63_4_20240126134438.jpg
p064_20231006,64,20231006,13,0_S1,12,6,c1_p064_20231006_o06,data/data_9/pi1_02466_64_6_20231006114010.jpg,c2_p064_20231006_o06,data/data_9/pi2_02466_64_6_20231006113958.jpg,c3_p064_20231006_o06,data/data_9/pi3_02466_64_6_20231006113943.jpg,c4_p064_20231006_o06,data/data_9/pi4_02466_64_6_20231006113924.jpg
p064_20231011,64,20231011,13,0_S1,12,5,c1_p064_20231011_o05,data/data_11/pi1_02945_64_5_20231011081619.jpg,c2_p064_20231011_o05,data/data_11/pi2_02945_64_5_20231011081638.jpg,c3_p064_20231011_o05,data/data_11/pi3_02945_64_5_20231011081657.jpg,c4_p064_20231011_o05,data/data_11/pi4_02945_64_5_20231011081711.jpg
p064_20231017,64,20231017,13,0_S1,12,7,c1_p064_20231017_o07,data/data_14/pi1_03667_64_7_20231017152343.jpg,c2_p064_20231017_o07,data/data_14/pi2_03667_64_7_20231017152343.jpg,c3_p064_20231017_o07,data/data_14/pi3_03667_64_7_20231017152343.jpg,c4_p064_20231017_o07,data/data_14/pi4_03667_64_7_20231017152343.jpg
p064_20231019,64,20231019,13,0_S1,12,12,c1_p064_20231019_o12,data/data_16/pi1_04152_64_12_20231019141413.jpg,c2_p064_20231019_o12,data/data_16/pi2_04152_64_12_20231019141413.jpg,c3_p064_20231019_o12,data/data_16/pi3_04152_64_12_20231019141413.jpg,c4_p064_20231019_o12,data/data_16/pi4_04152_64_12_20231019141413.jpg
p064_20231023,64,20231023,13,0_S1,12,3,c1_p064_20231023_o03,data/data_19/pi1_04863_64_3_20231023131622.jpg,c2_p064_20231023_o03,data/data_19/pi2_04863_64_3_20231023131623.jpg,c3_p064_20231023_o03,data/data_19/pi3_04863_64_3_20231023131623.jpg,c4_p064_20231023_o03,data/data_19/pi4_04863_64_3_20231023131623.jpg
p064_20231027,64,20231027,14,0_S1,12,3,c1_p064_20231027_o03,data/data_22/pi1_05583_64_3_20231027140705.jpg,c2_p064_20231027_o03,data/data_22/pi2_05583_64_3_20231027140706.jpg,c3_p064_20231027_o03,data/data_22/pi3_05583_64_3_20231027140706.jpg,c4_p064_20231027_o03,data/data_22/pi4_05583_64_3_20231027140706.jpg
p064_20231101,64,20231101,52,2_S5,12,7,c1_p064_20231101_o07,data/data_25/pi1_06307_64_7_20231101112402.jpg,c2_p064_20231101_o07,data/data_25/pi2_06307_64_7_20231101112402.jpg,c3_p064_20231101_o07,data/data_25/pi3_06307_64_7_20231101112403.jpg,c4_p064_20231101_o07,data/data_25/pi4_06307_64_7_20231101112402.jpg
p064_20231106,64,20231106,61,3_S6,12,3,c1_p064_20231106_o03,data/data_28/pi1_07023_64_3_20231106152335.jpg,c2_p064_20231106_o03,data/data_28/pi2_07023_64_3_20231106152336.jpg,c3_p064_20231106_o03,data/data_28/pi3_07023_64_3_20231106152336.jpg,c4_p064_20231106_o03,data/data_28/pi4_07023_64_3_20231106152337.jpg
p064_20231109,64,20231109,65,3_S6,12,5,c1_p064_20231109_o05,data/data_30/pi1_07745_64_5_20231109140125.jpg,c2_p064_20231109_o05,data/data_30/pi2_07745_64_5_20231109140125.jpg,c3_p064_20231109_o05,data/data_30/pi3_07745_64_5_20231109140126.jpg,c4_p064_20231109_o05,data/data_30/pi4_07745_64_5_20231109140126.jpg
p064_20231120,64,20231120,69,3_S6,12,5,c1_p064_20231120_o05,data/data_33/pi1_08465_64_5_20231120152810.jpg,c2_p064_20231120_o05,data/data_33/pi2_08465_64_5_20231120152810.jpg,c3_p064_20231120_o05,data/data_33/pi3_08465_64_5_20231120152811.jpg,c4_p064_20231120_o05,data/data_33/pi4_08465_64_5_20231120152810.jpg
p064_20231127,64,20231127,69,3_S6,12,1,c1_p064_20231127_o01,data/data_37/pi1_09421_64_1_20231127160155.jpg,c2_p064_20231127_o01,data/data_37/pi2_09421_64_1_20231127160156.jpg,c3_p064_20231127_o01,data/data_37/pi3_09421_64_1_20231127160156.jpg,c4_p064_20231127_o01,data/data_37/pi4_09421_64_1_20231127160156.jpg
p064_20231130,64,20231130,71,4_S7,12,5,c1_p064_20231130_o05,data/data_41/pi1_10385_64_5_20231130142544.jpg,c2_p064_20231130_o05,data/data_41/pi2_10385_64_5_20231130142545.jpg,c3_p064_20231130_o05,data/data_41/pi3_10385_64_5_20231130142545.jpg,c4_p064_20231130_o05,data/data_41/pi4_10385_64_5_20231130142546.jpg
p064_20231204,64,20231204,73,4_S7,12,2,c1_p064_20231204_o02,data/data_44/pi1_11102_64_2_20231204155721.jpg,c2_p064_20231204_o02,data/data_44/pi2_11102_64_2_20231204155721.jpg,c3_p064_20231204_o02,data/data_44/pi3_11102_64_2_20231204155722.jpg,c4_p064_20231204_o02,data/data_44/pi4_11102_64_2_20231204155722.jpg
p064_20231211,64,20231211,75,4_S7,12,5,c1_p064_20231211_o05,data/data_48/pi1_12065_64_5_20231211144051.jpg,c2_p064_20231211_o05,data/data_48/pi2_12065_64_5_20231211144051.jpg,c3_p064_20231211_o05,data/data_48/pi3_12065_64_5_20231211144052.jpg,c4_p064_20231211_o05,data/data_48/pi4_12065_64_5_20231211144052.jpg
p064_20231214,64,20231214,77,4_S7,12,5,c1_p064_20231214_o05,data/data_51/pi1_12785_64_5_20231214155646.jpg,c2_p064_20231214_o05,data/data_51/pi2_12785_64_5_20231214155646.jpg,c3_p064_20231214_o05,data/data_51/pi3_12785_64_5_20231214155647.jpg,c4_p064_20231214_o05,data/data_51/pi4_12785_64_5_20231214155647.jpg
p064_20231218,64,20231218,78,4_S7,12,4,c1_p064_20231218_o04,data/data_53/pi1_13264_64_4_20231218144723.jpg,c2_p064_20231218_o04,data/data_53/pi2_13264_64_4_20231218144723.jpg,c3_p064_20231218_o04,data/data_53/pi3_13264_64_4_20231218144723.jpg,c4_p064_20231218_o04,data/data_53/pi4_13264_64_4_20231218144724.jpg
p064_20231227,64,20231227,79,4_S7,12,6,c1_p064_20231227_o06,data/data_55/pi1_13986_64_6_20231227135242.jpg,c2_p064_20231227_o06,data/data_55/pi2_13986_64_6_20231227135243.jpg,c3_p064_20231227_o06,data/data_55/pi3_13986_64_6_20231227135243.jpg,c4_p064_20231227_o06,data/data_55/pi4_13986_64_6_20231227135243.jpg
p064_20240115,64,20240115,79,4_S7,12,6,c1_p064_20240115_o06,data/data_58/pi1_14706_64_6_20240115104226.jpg,c2_p064_20240115_o06,data/data_58/pi2_14706_64_6_20240115104225.jpg,c3_p064_20240115_o06,data/data_58/pi3_14706_64_6_20240115104226.jpg,c4_p064_20240115_o06,data/data_58/pi4_14706_64_6_20240115104226.jpg
p064_20240119,64,20240119,81,5_S8,12,4,c1_p064_20240119_o04,data/data_60/pi1_15184_64_4_20240119102301.jpg,c2_p064_20240119_o04,data/data_60/pi2_15184_64_4_20240119102302.jpg,c3_p064_20240119_o04,data/data_60/pi3_15184_64_4_20240119102303.jpg,c4_p064_20240119_o04,data/data_60/pi4_15184_64_4_20240119102302.jpg
p064_20240126,64,20240126,82,5_S8,12,8,c1_p064_20240126_o08,data/data_62/pi1_15668_64_8_20240126134701.jpg,c2_p064_20240126_o08,data/data_62/pi2_15668_64_8_20240126134701.jpg,c3_p064_20240126_o08,data/data_62/pi3_15668_64_8_20240126134702.jpg,c4_p064_20240126_o08,data/data_62/pi4_15668_64_8_20240126134702.jpg
p065_20231006,65,20231006,13,0_S1,12,7,c1_p065_20231006_o07,data/data_9/pi1_02479_65_7_20231006114010.jpg,c2_p065_20231006_o07,data/data_9/pi2_02479_65_7_20231006113958.jpg,c3_p065_20231006_o07,data/data_9/pi3_02479_65_7_20231006113943.jpg,c4_p065_20231006_o07,data/data_9/pi4_02479_65_7_20231006113924.jpg
p065_20231011,65,20231011,13,0_S1,12,3,c1_p065_20231011_o03,data/data_11/pi1_02955_65_3_20231011081619.jpg,c2_p065_20231011_o03,data/data_11/pi2_02955_65_3_20231011081638.jpg,c3_p065_20231011_o03,data/data_11/pi3_02955_65_3_20231011081657.jpg,c4_p065_20231011_o03,data/data_11/pi4_02955_65_3_20231011081711.jpg
