image_id,relpath,camera,session,plant,date,pose,bbch,cls
c3_p058_20231120_o02,data/data_33/pi3_08390_58_2_20231120151206.jpg,3,p058_20231120,58,20231120,2,67,3_S6
c4_p058_20231120_o02,data/data_33/pi4_08390_58_2_20231120151205.jpg,4,p058_20231120,58,20231120,2,67,3_S6
c1_p058_20231127_o04,data/data_37/pi1_09352_58_4_20231127154226.jpg,1,p058_20231127,58,20231127,4,71,4_S7
c2_p058_20231127_o04,data/data_37/pi2_09352_58_4_20231127154227.jpg,2,p058_20231127,58,20231127,4,71,4_S7
c3_p058_20231127_o04,data/data_37/pi3_09352_58_4_20231127154227.jpg,3,p058_20231127,58,20231127,4,71,4_S7
c4_p058_20231127_o04,data/data_37/pi4_09352_58_4_20231127154228.jpg,4,p058_20231127,58,20231127,4,71,4_S7
c1_p058_20231130_o06,data/data_41/pi1_10314_58_6_20231130140354.jpg,1,p058_20231130,58,20231130,6,73,4_S7
c2_p058_20231130_o06,data/data_41/pi2_10314_58_6_20231130140355.jpg,2,p058_20231130,58,20231130,6,73,4_S7
c3_p058_20231130_o06,data/data_41/pi3_10314_58_6_20231130140354.jpg,3,p058_20231130,58,20231130,6,73,4_S7
c4_p058_20231130_o06,data/data_41/pi4_10314_58_6_20231130140355.jpg,4,p058_20231130,58,20231130,6,73,4_S7
c1_p058_20231204_o05,data/data_44/pi1_11033_58_5_20231204154512.jpg,1,p058_20231204,58,20231204,5,74,4_S7
c2_p058_20231204_o05,data/data_44/pi2_11033_58_5_20231204154512.jpg,2,p058_20231204,58,20231204,5,74,4_S7
c3_p058_20231204_o05,data/data_44/pi3_11033_58_5_20231204154513.jpg,3,p058_20231204,58,20231204,5,74,4_S7
c4_p058_20231204_o05,data/data_44/pi4_11033_58_5_20231204154513.jpg,4,p058_20231204,58,20231204,5,74,4_S7
c1_p058_20231211_o10,data/data_47/pi1_11998_58_10_20231211142827.jpg,1,p058_20231211,58,20231211,10,75,4_S7
c2_p058_20231211_o10,data/data_47/pi2_11998_58_10_20231211142827.jpg,2,p058_20231211,58,20231211,10,75,4_S7
c3_p058_20231211_o10,data/data_47/pi3_11998_58_10_20231211142828.jpg,3,p058_20231211,58,20231211,10,75,4_S7
c4_p058_20231211_o10,data/data_47/pi4_11998_58_10_20231211142828.jpg,4,p058_20231211,58,20231211,10,75,4_S7
c1_p058_20231214_o07,data/data_50/pi1_12715_58_7_20231214153837.jpg,1,p058_20231214,58,20231214,7,76,4_S7
c2_p058_20231214_o07,data/data_50/pi2_12715_58_7_20231214153838.jpg,2,p058_20231214,58,20231214,7,76,4_S7
c3_p058_20231214_o07,data/data_50/pi3_12715_58_7_20231214153838.jpg,3,p058_20231214,58,20231214,7,76,4_S7
c4_p058_20231214_o07,data/data_50/pi4_12715_58_7_20231214153838.jpg,4,p058_20231214,58,20231214,7,76,4_S7
c1_p058_20231218_o02,data/data_52/pi1_13190_58_2_20231218143139.jpg,1,p058_20231218,58,20231218,2,78,4_S7
c2_p058_20231218_o02,data/data_52/pi2_13190_58_2_20231218143139.jpg,2,p058_20231218,58,20231218,2,78,4_S7
c3_p058_20231218_o02,data/data_52/pi3_13190_58_2_20231218143139.jpg,3,p058_20231218,58,20231218,2,78,4_S7
c4_p058_20231218_o02,data/data_52/pi4_13190_58_2_20231218143140.jpg,4,p058_20231218,58,20231218,2,78,4_S7
c1_p058_20231227_o11,data/data_55/pi1_13919_58_11_20231227134033.jpg,1,p058_20231227,58,20231227,11,79,4_S7
c2_p058_20231227_o11,data/data_55/pi2_13919_58_11_20231227134033.jpg,2,p058_20231227,58,20231227,11,79,4_S7
c3_p058_20231227_o11,data/data_55/pi3_13919_58_11_20231227134034.jpg,3,p058_20231227,58,20231227,11,79,4_S7
c4_p058_20231227_o11,data/data_55/pi4_13919_58_11_20231227134034.jpg,4,p058_20231227,58,20231227,11,79,4_S7
c1_p058_20240104_o09,data/data_58/pi1_14637_58_9_20240104140542.jpg,1,p058_20240104,58,20240104,9,81,5_S8
c2_p058_20240104_o09,data/data_58/pi2_14637_58_9_20240104140541.jpg,2,p058_20240104,58,20240104,9,81,5_S8
c3_p058_20240104_o09,data/data_58/pi3_14637_58_9_20240104140542.jpg,3,p058_20240104,58,20240104,9,81,5_S8
c4_p058_20240104_o09,data/data_58/pi4_14637_58_9_20240104140542.jpg,4,p058_20240104,58,20240104,9,81,5_S8
c1_p059_20230929_o08,data/data_6/pi1_01676_59_8_20230929133641.jpg,1,p059_20230929,59,20230929,8,13,0_S1
c2_p059_20230929_o08,data/data_6/pi2_01676_59_8_20230929133658.jpg,2,p059_20230929,59,20230929,8,13,0_S1
c3_p059_20230929_o08,data/data_6/pi3_01676_59_8_20230929133716.jpg,3,p059_20230929,59,20230929,8,13,0_S1
c4_p059_20230929_o08,data/data_6/pi4_01676_59_8_20230929133730.jpg,4,p059_20230929,59,20230929,8,13,0_S1
c1_p059_20231004_o06,data/data_7/pi1_01914_59_6_20231004091946.jpg,1,p059_20231004,59,20231004,6,13,0_S1
c2_p059_20231004_o06,data/data_7/pi2_01914_59_6_20231004091933.jpg,2,p059_20231004,59,20231004,6,13,0_S1
c3_p059_20231004_o06,data/data_7/pi3_01914_59_6_20231004091919.jpg,3,p059_20231004,59,20231004,6,13,0_S1
c4_p059_20231004_o06,data/data_7/pi4_01914_59_6_20231004091848.jpg,4,p059_20231004,59,20231004,6,13,0_S1
c1_p059_20231011_o03,data/data_11/pi1_02883_59_3_20231011081619.jpg,1,p059_20231011,59,20231011,3,15,0_S1
c2_p059_20231011_o03,data/data_11/pi2_02883_59_3_20231011081638.jpg,2,p059_20231011,59,20231011,3,15,0_S1
c3_p059_20231011_o03,data/data_11/pi3_02883_59_3_20231011081657.jpg,3,p059_20231011,59,20231011,3,15,0_S1
c4_p059_20231011_o03,data/data_11/pi4_02883_59_3_20231011081711.jpg,4,p059_20231011,59,20231011,3,15,0_S1
c1_p059_20231017_o11,data/data_14/pi1_03611_59_11_20231017150924.jpg,1,p059_20231017,59,20231017,11,53,2_S5
c2_p059_20231017_o11,data/data_14/pi2_03611_59_11_20231017150924.jpg,2,p059_20231017,59,20231017,11,53,2_S5
c3_p059_20231017_o11,data/data_14/pi3_03611_59_11_20231017150924.jpg,3,p059_20231017,59,20231017,11,53,2_S5
c4_p059_20231017_o11,data/data_14/pi4_03611_59_11_20231017150924.jpg,4,p059_20231017,59,20231017,11,53,2_S5
c1_p059_20231019_o12,data/data_16/pi1_04092_59_12_20231019140422.jpg,1,p059_20231019,59,20231019,12,60,3_S6
c2_p059_20231019_o12,data/data_16/pi2_04092_59_12_20231019140421.jpg,2,p059_20231019,59,20231019,12,60,3_S6
c3_p059_20231019_o12,data/data_16/pi3_04092_59_12_20231019140422.jpg,3,p059_20231019,59,20231019,12,60,3_S6
c4_p059_20231019_o12,data/data_16/pi4_04092_59_12_20231019140422.jpg,4,p059_20231019,59,20231019,12,60,3_S6
c1_p059_20231023_o05,data/data_19/pi1_04805_59_5_20231023115244.jpg,1,p059_20231023,59,20231023,5,64,3_S6
c2_p059_20231023_o05,data/data_19/pi2_04805_59_5_20231023115244.jpg,2,p059_20231023,59,20231023,5,64,3_S6
c3_p059_20231023_o05,data/data_19/pi3_04805_59_5_20231023115244.jpg,3,p059_20231023,59,20231023,5,64,3_S6
c4_p059_20231023_o05,data/data_19/pi4_04805_59_5_20231023115244.jpg,4,p059_20231023,59,20231023,5,64,3_S6
c1_p059_20231027_o02,data/data_22/pi1_05522_59_2_20231027135152.jpg,1,p059_20231027,59,20231027,2,62,3_S6
c2_p059_20231027_o02,data/data_22/pi2_05522_59_2_20231027135152.jpg,2,p059_20231027,59,20231027,2,62,3_S6
c3_p059_20231027_o02,data/data_22/pi3_05522_59_2_20231027135152.jpg,3,p059_20231027,59,20231027,2,62,3_S6
c4_p059_20231027_o02,data/data_22/pi4_05522_59_2_20231027135152.jpg,4,p059_20231027,59,20231027,2,62,3_S6
c1_p059_20231101_o08,data/data_24/pi1_06248_59_8_20231101110400.jpg,1,p059_20231101,59,20231101,8,65,3_S6
c2_p059_20231101_o08,data/data_24/pi2_06248_59_8_20231101110401.jpg,2,p059_20231101,59,20231101,8,65,3_S6
c3_p059_20231101_o08,data/data_24/pi3_06248_59_8_20231101110401.jpg,3,p059_20231101,59,20231101,8,65,3_S6
c4_p059_20231101_o08,data/data_24/pi4_06248_59_8_20231101110401.jpg,4,p059_20231101,59,20231101,8,65,3_S6
c1_p059_20231106_o10,data/data_27/pi1_06970_59_10_20231106151340.jpg,1,p059_20231106,59,20231106,10,70,4_S7
c2_p059_20231106_o10,data/data_27/pi2_06970_59_10_20231106151341.jpg,2,p059_20231106,59,20231106,10,70,4_S7
c3_p059_20231106_o10,data/data_27/pi3_06970_59_10_20231106151341.jpg,3,p059_20231106,59,20231106,10,70,4_S7
c4_p059_20231106_o10,data/data_27/pi4_06970_59_10_20231106151342.jpg,4,p059_20231106,59,20231106,10,70,4_S7
c1_p059_20231109_o01,data/data_30/pi1_07681_59_1_20231109134908.jpg,1,p059_20231109,59,20231109,1,71,4_S7
c2_p059_20231109_o01,data/data_30/pi2_07681_59_1_20231109134907.jpg,2,p059_20231109,59,20231109,1,71,4_S7
c3_p059_20231109_o01,data/data_30/pi3_07681_59_1_20231109134908.jpg,3,p059_20231109,59,20231109,1,71,4_S7
c4_p059_20231109_o01,data/data_30/pi4_07681_59_1_20231109134908.jpg,4,p059_20231109,59,20231109,1,71,4_S7
c1_p059_20231120_o11,data/data_33/pi1_08411_59_11_20231120151451.jpg,1,p059_20231120,59,20231120,11,72,4_S7
c2_p059_20231120_o11,data/data_33/pi2_08411_59_11_20231120151451.jpg,2,p059_20231120,59,20231120,11,72,4_S7
c3_p059_20231120_o11,data/data_33/pi3_08411_59_11_20231120151452.jpg,3,p059_20231120,59,20231120,11,72,4_S7
c4_p059_20231120_o11,data/data_33/pi4_08411_59_11_20231120151451.jpg,4,p059_20231120,59,20231120,11,72,4_S7
c1_p059_20231127_o04,data/data_37/pi1_09364_59_4_20231127154425.jpg,1,p059_20231127,59,20231127,4,74,4_S7
c2_p059_20231127_o04,data/data_37/pi2_09364_59_4_20231127154425.jpg,2,p059_20231127,59,20231127,4,74,4_S7
c3_p059_20231127_o04,data/data_37/pi3_09364_59_4_20231127154426.jpg,3,p059_20231127,59,20231127,4,74,4_S7
c4_p059_20231127_o04,data/data_37/pi4_09364_59_4_20231127154426.jpg,4,p059_20231127,59,20231127,4,74,4_S7
c1_p059_20231130_o08,data/data_41/pi1_10328_59_8_20231130140625.jpg,1,p059_20231130,59,20231130,8,75,4_S7
c2_p059_20231130_o08,data/data_41/pi2_10328_59_8_20231130140626.jpg,2,p059_20231130,59,20231130,8,75,4_S7
c3_p059_20231130_o08,data/data_41/pi3_10328_59_8_20231130140625.jpg,3,p059_20231130,59,20231130,8,75,4_S7
c4_p059_20231130_o08,data/data_41/pi4_10328_59_8_20231130140626.jpg,4,p059_20231130,59,20231130,8,75,4_S7
c1_p059_20231204_o04,data/data_44/pi1_11044_59_4_20231204154746.jpg,1,p059_20231204,59,20231204,4,76,4_S7
c2_p059_20231204_o04,data/data_44/pi2_11044_59_4_20231204154747.jpg,2,p059_20231204,59,20231204,4,76,4_S7
c3_p059_20231204_o04,data/data_44/pi3_11044_59_4_20231204154747.jpg,3,p059_20231204,59,20231204,4,76,4_S7
c4_p059_20231204_o04,data/data_44/pi4_11044_59_4_20231204154747.jpg,4,p059_20231204,59,20231204,4,76,4_S7
c1_p059_20231211_o04,data/data_48/pi1_12004_59_4_20231211142939.jpg,1,p059_20231211,59,20231211,4,77,4_S7
c2_p059_20231211_o04,data/data_48/pi2_12004_59_4_20231211142939.jpg,2,p059_20231211,59,20231211,4,77,4_S7
c3_p059_20231211_o04,data/data_48/pi3_12004_59_4_20231211142940.jpg,3,p059_20231211,59,20231211,4,77,4_S7
c4_p059_20231211_o04,data/data_48/pi4_12004_59_4_20231211142940.jpg,4,p059_20231211,59,20231211,4,77,4_S7
c1_p059_20231214_o04,data/data_50/pi1_12724_59_4_20231214154211.jpg,1,p059_20231214,59,20231214,4,78,4_S7
c2_p059_20231214_o04,data/data_50/pi2_12724_59_4_20231214154211.jpg,2,p059_20231214,59,20231214,4,78,4_S7
c3_p059_20231214_o04,data/data_50/pi3_12724_59_4_20231214154211.jpg,3,p059_20231214,59,20231214,4,78,4_S7
c4_p059_20231214_o04,data/data_50/pi4_12724_59_4_20231214154211.jpg,4,p059_20231214,59,20231214,4,78,4_S7
c1_p059_20231218_o10,data/data_52/pi1_13210_59_10_20231218143453.jpg,1,p059_20231218,59,20231218,10,79,4_S7
c2_p059_20231218_o10,data/data_52/pi2_13210_59_10_20231218143454.jpg,2,p059_20231218,59,20231218,10,79,4_S7
c3_p059_20231218_o10,data/data_52/pi3_13210_59_10_20231218143454.jpg,3,p059_20231218,59,20231218,10,79,4_S7
c4_p059_20231218_o10,data/data_52/pi4_13210_59_10_20231218143454.jpg,4,p059_20231218,59,20231218,10,79,4_S7
c1_p059_20231227_o01,data/data_55/pi1_13921_59_1_20231227134138.jpg,1,p059_20231227,59,20231227,1,81,5_S8
c2_p059_20231227_o01,data/data_55/pi2_13921_59_1_20231227134138.jpg,2,p059_20231227,59,20231227,1,81,5_S8
c3_p059_20231227_o01,data/data_55/pi3_13921_59_1_20231227134139.jpg,3,p059_20231227,59,20231227,1,81,5_S8
c4_p059_20231227_o01,data/data_55/pi4_13921_59_1_20231227134139.jpg,4,p059_20231227,59,20231227,1,81,5_S8
c1_p059_20240104_o01,data/data_58/pi1_14641_59_1_20240104140823.jpg,1,p059_20240104,59,20240104,1,83,5_S8
c2_p059_20240104_o01,data/data_58/pi2_14641_59_1_20240104140822.jpg,2,p059_20240104,59,20240104,1,83,5_S8
c3_p059_20240104_o01,data/data_58/pi3_14641_59_1_20240104140823.jpg,3,p059_20240104,59,20240104,1,83,5_S8
c4_p059_20240104_o01,data/data_58/pi4_14641_59_1_20240104140823.jpg,4,p059_20240104,59,20240104,1,83,5_S8
c1_p060_20230929_o11,data/data_6/pi1_01691_60_11_20230929133641.jpg,1,p060_20230929,60,20230929,11,13,0_S1
c2_p060_20230929_o11,data/data_6/pi2_01691_60_11_20230929133658.jpg,2,p060_20230929,60,20230929,11,13,0_S1
c3_p060_20230929_o11,data/data_6/pi3_01691_60_11_20230929133716.jpg,3,p060_20230929,60,20230929,11,13,0_S1
c4_p060_20230929_o11,data/data_6/pi4_01691_60_11_20230929133730.jpg,4,p060_20230929,60,20230929,11,13,0_S1
c1_p060_20231004_o12,data/data_7/pi1_01932_60_12_20231004091946.jpg,1,p060_20231004,60,20231004,12,13,0_S1
c2_p060_20231004_o12,data/data_7/pi2_01932_60_12_20231004091933.jpg,2,p060_20231004,60,20231004,12,13,0_S1
c3_p060_20231004_o12,data/data_7/pi3_01932_60_12_20231004091919.jpg,3,p060_20231004,60,20231004,12,13,0_S1
c4_p060_20231004_o12,data/data_7/pi4_01932_60_12_20231004091848.jpg,4,p060_20231004,60,20231004,12,13,0_S1
c1_p060_20231011_o10,data/data_11/pi1_02902_60_10_20231011081619.jpg,1,p060_20231011,60,20231011,10,53,2_S5
c2_p060_20231011_o10,data/data_11/pi2_02902_60_10_20231011081638.jpg,2,p060_20231011,60,20231011,10,53,2_S5
c3_p060_20231011_o10,data/data_11/pi3_02902_60_10_20231011081657.jpg,3,p060_20231011,60,20231011,10,53,2_S5
c4_p060_20231011_o10,data/data_11/pi4_02902_60_10_20231011081711.jpg,4,p060_20231011,60,20231011,10,53,2_S5
c1_p060_20231017_o06,data/data_14/pi1_03618_60_6_20231017151117.jpg,1,p060_20231017,60,20231017,6,60,3_S6
c2_p060_20231017_o06,data/data_14/pi2_03618_60_6_20231017151117.jpg,2,p060_20231017,60,20231017,6,60,3_S6
c3_p060_20231017_o06,data/data_14/pi3_03618_60_6_20231017151118.jpg,3,p060_20231017,60,20231017,6,60,3_S6
c4_p060_20231017_o06,data/data_14/pi4_03618_60_6_20231017151117.jpg,4,p060_20231017,60,20231017,6,60,3_S6
c1_p060_20231019_o10,data/data_16/pi1_04102_60_10_20231019140627.jpg,1,p060_20231019,60,20231019,10,67,3_S6
c2_p060_20231019_o10,data/data_16/pi2_04102_60_10_20231019140627.jpg,2,p060_20231019,60,20231019,10,67,3_S6
c3_p060_20231019_o10,data/data_16/pi3_04102_60_10_20231019140628.jpg,3,p060_20231019,60,20231019,10,67,3_S6
c4_p060_20231019_o10,data/data_16/pi4_04102_60_10_20231019140627.jpg,4,p060_20231019,60,20231019,10,67,3_S6
c1_p060_20231023_o02,data/data_19/pi1_04814_60_2_20231023115433.jpg,1,p060_20231023,60,20231023,2,67,3_S6
c2_p060_20231023_o02,data/data_19/pi2_04814_60_2_20231023115434.jpg,2,p060_20231023,60,20231023,2,67,3_S6
c3_p060_20231023_o02,data/data_19/pi3_04814_60_2_20231023115434.jpg,3,p060_20231023,60,20231023,2,67,3_S6
c4_p060_20231023_o02,data/data_19/pi4_04814_60_2_20231023115434.jpg,4,p060_20231023,60,20231023,2,67,3_S6
c1_p060_20231027_o01,data/data_22/pi1_05533_60_1_20231027135404.jpg,1,p060_20231027,60,20231027,1,67,3_S6
c2_p060_20231027_o01,data/data_22/pi2_05533_60_1_20231027135404.jpg,2,p060_20231027,60,20231027,1,67,3_S6
c3_p060_20231027_o01,data/data_22/pi3_05533_60_1_20231027135405.jpg,3,p060_20231027,60,20231027,1,67,3_S6
c4_p060_20231027_o01,data/data_22/pi4_05533_60_1_20231027135405.jpg,4,p060_20231027,60,20231027,1,67,3_S6
c1_p060_20231101_o12,data/data_25/pi1_06264_60_12_20231101111640.jpg,1,p060_20231101,60,20231101,12,70,4_S7
c2_p060_20231101_o12,data/data_25/pi2_06264_60_12_20231101111640.jpg,2,p060_20231101,60,20231101,12,70,4_S7
c3_p060_20231101_o12,data/data_25/pi3_06264_60_12_20231101111640.jpg,3,p060_20231101,60,20231101,12,70,4_S7
c4_p060_20231101_o12,data/data_25/pi4_06264_60_12_20231101111640.jpg,4,p060_20231101,60,20231101,12,70,4_S7
c1_p060_20231106_o05,data/data_27/pi1_06977_60_5_20231106151520.jpg,1,p060_20231106,60,20231106,5,70,4_S7
c2_p060_20231106_o05,data/data_27/pi2_06977_60_5_20231106151520.jpg,2,p060_20231106,60,20231106,5,70,4_S7
c3_p060_20231106_o05,data/data_27/pi3_06977_60_5_20231106151520.jpg,3,p060_20231106,60,20231106,5,70,4_S7
c4_p060_20231106_o05,data/data_27/pi4_06977_60_5_20231106151521.jpg,4,p060_20231106,60,20231106,5,70,4_S7
c1_p060_20231109_o03,data/data_30/pi1_07695_60_3_20231109135301.jpg,1,p060_20231109,60,20231109,3,70,4_S7
c2_p060_20231109_o03,data/data_30/pi2_07695_60_3_20231109135300.jpg,2,p060_20231109,60,20231109,3,70,4_S7
c3_p060_20231109_o03,data/data_30/pi3_07695_60_3_20231109135301.jpg,3,p060_20231109,60,20231109,3,70,4_S7
c4_p060_20231109_o03,data/data_30/pi4_07695_60_3_20231109135301.jpg,4,p060_20231109,60,20231109,3,70,4_S7
c1_p060_20231120_o12,data/data_33/pi1_08424_60_12_20231120152059.jpg,1,p060_20231120,60,20231120,12,71,4_S7
c2_p060_20231120_o12,data/data_33/pi2_08424_60_12_20231120152100.jpg,2,p060_20231120,60,20231120,12,71,4_S7
c3_p060_20231120_o12,data/data_33/pi3_08424_60_12_20231120152100.jpg,3,p060_20231120,60,20231120,12,71,4_S7
c4_p060_20231120_o12,data/data_33/pi4_08424_60_12_20231120152100.jpg,4,p060_20231120,60,20231120,12,71,4_S7
c1_p060_20231127_o10,data/data_37/pi1_09382_60_10_20231127154728.jpg,1,p060_20231127,60,20231127,10,72,4_S7
c2_p060_20231127_o10,data/data_37/pi2_09382_60_10_20231127154729.jpg,2,p060_20231127,60,20231127,10,72,4_S7
c3_p060_20231127_o10,data/data_37/pi3_09382_60_10_20231127154729.jpg,3,p060_20231127,60,20231127,10,72,4_S7
c4_p060_20231127_o10,data/data_37/pi4_09382_60_10_20231127154730.jpg,4,p060_20231127,60,20231127,10,72,4_S7
c1_p060_20231130_o11,data/data_41/pi1_10343_60_11_20231130141012.jpg,1,p060_20231130,60,20231130,11,73,4_S7
c2_p060_20231130_o11,data/data_41/pi2_10343_60_11_20231130141013.jpg,2,p060_20231130,60,20231130,11,73,4_S7
c3_p060_20231130_o11,data/data_41/pi3_10343_60_11_20231130141013.jpg,3,p060_20231130,60,20231130,11,73,4_S7
c4_p060_20231130_o11,data/data_41/pi4_10343_60_11_20231130141014.jpg,4,p060_20231130,60,20231130,11,73,4_S7
c1_p060_20231204_o03,data/data_44/pi1_11055_60_3_20231204155034.jpg,1,p060_20231204,60,20231204,3,74,4_S7
c2_p060_20231204_o03,data/data_44/pi2_11055_60_3_20231204155034.jpg,2,p060_20231204,60,20231204,3,74,4_S7
c3_p060_20231204_o03,data/data_44/pi3_11055_60_3_20231204155035.jpg,3,p060_20231204,60,20231204,3,74,4_S7
c4_p060_20231204_o03,data/data_44/pi4_11055_60_3_20231204155034.jpg,4,p060_20231204,60,20231204,3,74,4_S7
c1_p060_20231211_o10,data/data_48/pi1_12022_60_10_20231211143350.jpg,1,p060_20231211,60,20231211,10,75,4_S7
c2_p060_20231211_o10,data/data_48/pi2_12022_60_10_20231211143350.jpg,2,p060_20231211,60,20231211,10,75,4_S7
c3_p060_20231211_o10,data/data_48/pi3_12022_60_10_20231211143350.jpg,3,p060_20231211,60,20231211,10,75,4_S7
c4_p060_20231211_o10,data/data_48/pi4_12022_60_10_20231211143351.jpg,4,p060_20231211,60,20231211,10,75,4_S7
c1_p060_20231214_o05,data/data_50/pi1_12737_60_5_20231214154627.jpg,1,p060_20231214,60,20231214,5,77,4_S7
c2_p060_20231214_o05,data/data_50/pi2_12737_60_5_20231214154627.jpg,2,p060_20231214,60,20231214,5,77,4_S7
c3_p060_20231214_o05,data/data_50/pi3_12737_60_5_20231214154627.jpg,3,p060_20231214,60,20231214,5,77,4_S7
c4_p060_20231214_o05,data/data_50/pi4_12737_60_5_20231214154627.jpg,4,p060_20231214,60,20231214,5,77,4_S7
c1_p060_20231218_o11,data/data_52/pi1_13223_60_11_20231218143752.jpg,1,p060_20231218,60,20231218,11,78,4_S7
c2_p060_20231218_o11,data/data_52/pi2_13223_60_11_20231218143752.jpg,2,p060_20231218,60,20231218,11,78,4_S7
c3_p060_20231218_o11,data/data_52/pi3_13223_60_11_20231218143752.jpg,3,p060_20231218,60,20231218,11,78,4_S7
c4_p060_20231218_o11,data/data_52/pi4_13223_60_11_20231218143753.jpg,4,p060_20231218,60,20231218,11,78,4_S7
c1_p060_20231227_o04,data/data_55/pi1_13936_60_4_20231227134427.jpg,1,p060_20231227,60,20231227,4,79,4_S7
c2_p060_20231227_o04,data/data_55/pi2_13936_60_4_20231227134427.jpg,2,p060_20231227,60,20231227,4,79,4_S7
c3_p060_20231227_o04,data/data_55/pi3_13936_60_4_20231227134428.jpg,3,p060_20231227,60,20231227,4,79,4_S7
c4_p060_20231227_o04,data/data_55/pi4_13936_60_4_20231227134428.jpg,4,p060_20231227,60,20231227,4,79,4_S7
c1_p060_20240104_o06,data/data_58/pi1_14658_60_6_20240104141201.jpg,1,p060_20240104,60,20240104,6,84,5_S8
c2_p060_20240104_o06,data/data_58/pi2_14658_60_6_20240104141201.jpg,2,p060_20240104,60,20240104,6,84,5_S8
c3_p060_20240104_o06,data/data_58/pi3_14658_60_6_20240104141201.jpg,3,p060_20240104,60,20240104,6,84,5_S8
c4_p060_20240104_o06,data/data_58/pi4_14658_60_6_20240104141202.jpg,4,p060_20240104,60,20240104,6,84,5_S8
c1_p061_20230929_o12,data/data_6/pi1_01704_61_12_20230929133641.jpg,1,p061_20230929,61,20230929,12,13,0_S1
c2_p061_20230929_o12,data/data_6/pi2_01704_61_12_20230929133658.jpg,2,p061_20230929,61,20230929,12,13,0_S1
c3_p061_20230929_o12,data/data_6/pi3_01704_61_12_20230929133716.jpg,3,p061_20230929,61,20230929,12,13,0_S1
c4_p061_20230929_o12,data/data_6/pi4_01704_61_12_20230929133730.jpg,4,p061_20230929,61,20230929,12,13,0_S1
c1_p061_20231004_o04,data/data_7/pi1_01936_61_4_20231004091946.jpg,1,p061_20231004,61,20231004,4,13,0_S1
c2_p061_20231004_o04,data/data_7/pi2_01936_61_4_20231004091933.jpg,2,p061_20231004,61,20231004,4,13,0_S1
c3_p061_20231004_o04,data/data_7/pi3_01936_61_4_20231004091919.jpg,3,p061_20231004,61,20231004,4,13,0_S1
c4_p061_20231004_o04,data/data_7/pi4_01936_61_4_20231004091848.jpg,4,p061_20231004,61,20231004,4,13,0_S1
c1_p061_20231011_o10,data/data_11/pi1_02914_61_10_20231011081619.jpg,1,p061_20231011,61,20231011,10,14,0_S1
c2_p061_20231011_o10,data/data_11/pi2_02914_61_10_20231011081638.jpg,2,p061_20231011,61,20231011,10,14,0_S1
c3_p061_20231011_o10,data/data_11/pi3_02914_61_10_20231011081657.jpg,3,p061_20231011,61,20231011,10,14,0_S1
c4_p061_20231011_o10,data/data_11/pi4_02914_61_10_20231011081711.jpg,4,p061_20231011,61,20231011,10,14,0_S1
c1_p061_20231017_o08,data/data_14/pi1_03632_61_8_20231017151311.jpg,1,p061_20231017,61,20231017,8,53,2_S5
c2_p061_20231017_o08,data/data_14/pi2_03632_61_8_20231017151311.jpg,2,p061_20231017,61,20231017,8,53,2_S5
c3_p061_20231017_o08,data/data_14/pi3_03632_61_8_20231017151312.jpg,3,p061_20231017,61,20231017,8,53,2_S5
c4_p061_20231017_o08,data/data_14/pi4_03632_61_8_20231017151311.jpg,4,p061_20231017,61,20231017,8,53,2_S5
c1_p061_20231019_o05,data/data_16/pi1_04109_61_5_20231019140755.jpg,1,p061_20231019,61,20231019,5,53,2_S5
c2_p061_20231019_o05,data/data_16/pi2_04109_61_5_20231019140755.jpg,2,p061_20231019,61,20231019,5,53,2_S5
c3_p061_20231019_o05,data/data_16/pi3_04109_61_5_20231019140755.jpg,3,p061_20231019,61,20231019,5,53,2_S5
c4_p061_20231019_o05,data/data_16/pi4_04109_61_5_20231019140755.jpg,4,p061_20231019,61,20231019,5,53,2_S5
c1_p061_20231023_o09,data/data_19/pi1_04833_61_9_20231023115716.jpg,1,p061_20231023,61,20231023,9,60,3_S6
c2_p061_20231023_o09,data/data_19/pi2_04833_61_9_20231023115716.jpg,2,p061_20231023,61,20231023,9,60,3_S6
c3_p061_20231023_o09,data/data_19/pi3_04833_61_9_20231023115717.jpg,3,p061_20231023,61,20231023,9,60,3_S6
c4_p061_20231023_o09,data/data_19/pi4_04833_61_9_20231023115717.jpg,4,p061_20231023,61,20231023,9,60,3_S6
c1_p061_20231027_o04,data/data_22/pi1_05548_61_4_20231027135630.jpg,1,p061_20231027,61,20231027,4,61,3_S6
c2_p061_20231027_o04,data/data_22/pi2_05548_61_4_20231027135631.jpg,2,p061_20231027,61,20231027,4,61,3_S6
c3_p061_20231027_o04,data/data_22/pi3_05548_61_4_20231027135631.jpg,3,p061_20231027,61,20231027,4,61,3_S6
c4_p061_20231027_o04,data/data_22/pi4_05548_61_4_20231027135631.jpg,4,p061_20231027,61,20231027,4,61,3_S6
c1_p061_20231101_o09,data/data_25/pi1_06273_61_9_20231101111838.jpg,1,p061_20231101,61,20231101,9,62,3_S6
c2_p061_20231101_o09,data/data_25/pi2_06273_61_9_20231101111839.jpg,2,p061_20231101,61,20231101,9,62,3_S6
c3_p061_20231101_o09,data/data_25/pi3_06273_61_9_20231101111839.jpg,3,p061_20231101,61,20231101,9,62,3_S6
c4_p061_20231101_o09,data/data_25/pi4_06273_61_9_20231101111839.jpg,4,p061_20231101,61,20231101,9,62,3_S6
